CPF,Nome,Idade,Sexo,Email,Nota_ENEM,CRE_2o_Semestre,CRA_4o_Semestre,CRA_6o_Semestre,Abandonou,Semestre_Abandono
905.417.328-97,Luiz Otávio Nascimento,26,Masculino,luiz_otávio_nascimento_905@cepedi.com,785,8.84639205750862,5.780916614966644,8.899263345721675,Sim,8.0
128.753.649-28,Luigi Gomes,19,Masculino,luigi_gomes_128@cepedi.com,753,,,,Sim,2.0
720.356.419-34,Bryan da Cruz,24,Masculino,bryan_da_cruz_720@cepedi.com,736,9.83961118403953,,,Sim,4.0
183.754.029-23,Ana Luiza Silva,23,Feminino,ana_luiza_silva_183@cepedi.com,689,9.331117167082638,7.66039674456113,6.959252836427317,Não,
230.146.597-70,Arthur Ferreira,23,Masculino,arthur_ferreira_230@cepedi.com,724,6.117432927996443,,,Sim,3.0
895.673.120-95,Vitor Gabriel Costela,25,Masculino,vitor_gabriel_costela_895@cepedi.com,778,6.644810139310584,5.530226543963387,,Sim,5.0
129.387.506-68,Maria Sophia Nunes,18,Feminino,maria_sophia_nunes_129@cepedi.com,665,9.402299773944906,7.858319443187018,5.277126275899805,Sim,8.0
273.681.945-46,Beatriz Cardoso,18,Feminino,beatriz_cardoso_273@cepedi.com,733,9.879191467890912,9.722471943403985,6.463496611398325,Não,
076.382.491-78,Emanuella Melo,18,Feminino,emanuella_melo_076@cepedi.com,724,6.9177045558862424,9.26659860308689,,Sim,5.0
581.369.704-75,Ana Júlia da Rosa,18,Feminino,ana_júlia_da_rosa_581@cepedi.com,758,9.269016493141475,9.819128694135646,7.506341724405905,Não,
348.019.562-89,Valentina da Cunha,26,Feminino,valentina_da_cunha_348@cepedi.com,783,5.778629110129213,6.38662271381433,,Sim,6.0
935.274.618-09,Sophia Nogueira,25,Feminino,sophia_nogueira_935@cepedi.com,738,6.148059356341932,,,Sim,4.0
301.245.679-16,Daniel Sales,18,Masculino,daniel_sales_301@cepedi.com,766,7.599064118278137,6.030762753083407,7.654447020695343,Sim,8.0
275.841.063-07,Valentina Vieira,25,Feminino,valentina_vieira_275@cepedi.com,714,5.163597010982576,7.719012606103352,9.829568448177305,Não,
032.978.416-13,Guilherme Lima,21,Masculino,guilherme_lima_032@cepedi.com,692,6.671906123045381,,,Sim,4.0
983.065.714-01,Emanuella Monteiro,27,Feminino,emanuella_monteiro_983@cepedi.com,754,9.341829327623966,9.626381685439316,,Sim,5.0
375.914.082-32,Pietro Moreira,18,Masculino,pietro_moreira_375@cepedi.com,651,8.273740628346465,,,Sim,3.0
521.483.706-26,Ana Clara da Mata,25,Feminino,ana_clara_da_mata_521@cepedi.com,732,8.868809413985854,,,Sim,4.0
598.703.426-47,Bruno da Paz,18,Masculino,bruno_da_paz_598@cepedi.com,700,5.69630934299845,9.98878599114206,7.56053117598757,Não,
160.324.897-87,Pedro Henrique Porto,25,Masculino,pedro_henrique_porto_160@cepedi.com,767,7.233090252801359,,,Sim,3.0
789.642.310-31,Thales Rodrigues,24,Masculino,thales_rodrigues_789@cepedi.com,770,5.812245003781099,5.979547593023301,8.162364359124293,Não,
694.871.023-96,Pedro Miguel Novaes,18,Masculino,pedro_miguel_novaes_694@cepedi.com,729,8.794771897699153,8.839367933583056,6.085044064503897,Não,
326.489.715-64,Sr. Pedro Lopes,23,Masculino,sr._pedro_lopes_326@cepedi.com,734,7.41074092455772,,,Sim,3.0
864.713.509-10,Theo Araújo,23,Masculino,theo_araújo_864@cepedi.com,693,7.188101077689453,6.037326285459994,5.068436741635967,Não,
083.725.461-26,Alexia Silva,19,Feminino,alexia_silva_083@cepedi.com,729,,,,Sim,2.0
764.103.289-31,Sophie Carvalho,25,Feminino,sophie_carvalho_764@cepedi.com,763,5.143173367473782,6.472407097612643,9.419036333558978,Não,
536.810.724-26,Diogo Costa,21,Masculino,diogo_costa_536@cepedi.com,694,9.729221482432122,9.816903672894266,9.889766994405672,Não,
395.624.187-82,Letícia Azevedo,26,Feminino,letícia_azevedo_395@cepedi.com,784,9.540155632851967,9.307685479814493,8.893689738887318,Não,
920.853.761-77,Bárbara Martins,28,Feminino,bárbara_martins_920@cepedi.com,722,9.722443516878467,,,Sim,4.0
194.276.830-31,Dra. Sarah Alves,26,Feminino,dra._sarah_alves_194@cepedi.com,746,7.080623333632119,8.551580347512989,6.753950170544391,Não,
820.367.194-22,Nina Ferreira,18,Feminino,nina_ferreira_820@cepedi.com,726,9.038449910911691,7.948512076822641,6.799587299053764,Não,
016.457.239-25,Maria Fernanda Novaes,24,Feminino,maria_fernanda_novaes_016@cepedi.com,708,6.080077869717215,9.586258272703017,7.020266949352484,Não,
136.708.952-21,Ana Sophia Moreira,22,Feminino,ana_sophia_moreira_136@cepedi.com,654,6.99537541025336,6.141496090607185,7.428489884025147,Não,
947.035.168-10,Samuel da Mota,21,Masculino,samuel_da_mota_947@cepedi.com,753,7.023172832794019,6.822743872459332,6.013511856873224,Não,
852.967.140-67,Ana Clara Campos,23,Feminino,ana_clara_campos_852@cepedi.com,744,8.48101829454927,7.628615082109201,6.796937590779542,Sim,7.0
472.958.103-23,João Gabriel Alves,27,Masculino,joão_gabriel_alves_472@cepedi.com,743,6.27305301422169,9.786791490250518,6.664799599418269,Não,
203.549.687-00,Sr. Bryan Sales,28,Masculino,sr._bryan_sales_203@cepedi.com,711,,,,Sim,2.0
679.512.380-40,Srta. Agatha Silveira,19,Feminino,srta._agatha_silveira_679@cepedi.com,731,7.815078343817441,5.6746875652010855,8.062298995481756,Sim,7.0
804.691.537-84,Benício Ribeiro,21,Masculino,benício_ribeiro_804@cepedi.com,716,6.544380717443397,5.694610954801592,5.537266804274277,Não,
583.614.270-07,Dr. Vitor Hugo da Luz,23,Masculino,dr._vitor_hugo_da_luz_583@cepedi.com,718,9.656670805719166,7.619805771154993,7.3364244964649,Não,
256.140.978-30,Lucas Gabriel Costela,22,Masculino,lucas_gabriel_costela_256@cepedi.com,767,6.67599882241522,8.130063434593902,5.508182181115805,Não,
379.624.051-80,Agatha da Mata,19,Feminino,agatha_da_mata_379@cepedi.com,661,8.902572568166196,6.417331566867643,8.281596738185106,Não,
940.723.586-65,Sra. Heloísa da Cruz,26,Feminino,sra._heloísa_da_cruz_940@cepedi.com,697,6.879586479783079,6.6879179409365985,7.804502273149843,Não,
793.425.086-00,Erick Santos,24,Masculino,erick_santos_793@cepedi.com,679,9.292560105584903,7.425467550852234,8.40579840286159,Sim,7.0
296.410.785-85,Srta. Carolina Nunes,28,Feminino,srta._carolina_nunes_296@cepedi.com,647,8.112103491631144,9.20669331899003,6.844550634672819,Não,
819.673.245-73,Srta. Maitê das Neves,21,Feminino,srta._maitê_das_neves_819@cepedi.com,671,8.666758899601628,8.67096646610521,7.37083444833686,Não,
720.839.641-87,Ana Beatriz Caldeira,25,Feminino,ana_beatriz_caldeira_720@cepedi.com,670,7.88939632185995,,,Sim,3.0
312.450.869-60,Maria Alice Cavalcanti,25,Feminino,maria_alice_cavalcanti_312@cepedi.com,747,5.111502248749059,,,Sim,4.0
630.859.241-24,Carolina Farias,21,Feminino,carolina_farias_630@cepedi.com,736,9.099614556130456,7.868954010193624,6.9746808983909805,Não,
073.926.185-12,Caio Melo,20,Masculino,caio_melo_073@cepedi.com,755,,,,Sim,1.0
412.309.786-31,Gustavo da Costa,25,Masculino,gustavo_da_costa_412@cepedi.com,696,8.061603402955459,7.743506915992361,9.898480993320494,Não,
630.259.478-29,Sr. Thiago Ribeiro,21,Masculino,sr._thiago_ribeiro_630@cepedi.com,748,,,,Sim,1.0
610.394.285-33,Catarina Cardoso,26,Feminino,catarina_cardoso_610@cepedi.com,722,5.729059643590554,7.690313559261664,7.2994597030462405,Não,
176.428.590-58,Natália Souza,28,Feminino,natália_souza_176@cepedi.com,740,5.961037055724566,8.441880252561774,,Sim,5.0
096.214.738-96,Maria Eduarda Farias,24,Feminino,maria_eduarda_farias_096@cepedi.com,668,6.8232034052121,5.737155582908749,8.634143853025375,Não,
298.567.031-40,Agatha Melo,18,Feminino,agatha_melo_298@cepedi.com,777,9.886563279652217,5.489126936336493,7.040805382974574,Não,
762.319.408-96,Daniel Pereira,18,Masculino,daniel_pereira_762@cepedi.com,647,8.313489911396161,7.034816535011089,6.8431600459841055,Não,
695.830.742-92,Dr. Lucca Cardoso,21,Masculino,dr._lucca_cardoso_695@cepedi.com,661,7.81480477660446,6.182301903313923,6.923604103345897,Não,
713.295.680-95,Catarina Rocha,22,Feminino,catarina_rocha_713@cepedi.com,687,7.3586782960199315,8.12027584831083,8.646898805525675,Não,
470.986.351-20,Alexia da Paz,18,Feminino,alexia_da_paz_470@cepedi.com,728,6.729052773257314,5.418056082762598,9.579824490410136,Não,
374.692.158-91,Ana Sophia da Rocha,28,Feminino,ana_sophia_da_rocha_374@cepedi.com,643,8.401118217647737,8.81607098484576,7.325734339637185,Não,
085.137.296-12,Camila Pereira,22,Feminino,camila_pereira_085@cepedi.com,644,8.236512863323503,8.704505110838433,9.22991759078884,Não,
643.298.571-46,João Fernandes,25,Masculino,joão_fernandes_643@cepedi.com,642,,,,Sim,1.0
029.138.645-89,Gabrielly Alves,25,Feminino,gabrielly_alves_029@cepedi.com,790,7.7466032233861615,8.23911369697909,9.964686717699937,Sim,8.0
574.683.201-44,Cecília Moreira,24,Feminino,cecília_moreira_574@cepedi.com,703,9.981968587261678,7.823444357955219,,Sim,5.0
428.037.691-31,Kamilly Dias,27,Feminino,kamilly_dias_428@cepedi.com,719,6.929462062173887,5.920519458186587,,Sim,5.0
497.203.156-52,Kevin da Rocha,25,Masculino,kevin_da_rocha_497@cepedi.com,666,6.079377538755969,,,Sim,3.0
321.980.647-31,Dr. Theo Peixoto,19,Masculino,dr._theo_peixoto_321@cepedi.com,735,,,,Sim,2.0
548.172.603-35,Mariana Barros,28,Feminino,mariana_barros_548@cepedi.com,642,8.39029709785611,8.41563823815478,7.006535642602589,Sim,8.0
602.913.785-95,Giovanna Pires,19,Feminino,giovanna_pires_602@cepedi.com,792,6.947379002035824,8.95149953097974,6.0641974578049,Não,
504.928.761-85,Ana Lívia Moraes,18,Feminino,ana_lívia_moraes_504@cepedi.com,710,6.708616754266127,9.701919005502667,5.038740505598297,Sim,8.0
685.913.207-86,Maitê Moraes,24,Feminino,maitê_moraes_685@cepedi.com,749,7.538423012234006,8.038612759706815,,Sim,6.0
587.012.493-04,Augusto Dias,18,Masculino,augusto_dias_587@cepedi.com,642,6.833645249072744,9.342847638097387,7.04706490908349,Não,
349.182.756-64,Ana Laura Sales,27,Feminino,ana_laura_sales_349@cepedi.com,740,,,,Sim,2.0
809.672.451-76,Joaquim Moura,25,Masculino,joaquim_moura_809@cepedi.com,776,6.282830264331934,7.103084983215351,9.569933799557793,Não,
570.216.384-26,Manuela Rodrigues,20,Feminino,manuela_rodrigues_570@cepedi.com,671,,,,Sim,2.0
359.081.672-40,Benício da Costa,28,Masculino,benício_da_costa_359@cepedi.com,673,8.356730318543477,,,Sim,4.0
827.364.095-74,Dr. Francisco Farias,25,Masculino,dr._francisco_farias_827@cepedi.com,673,8.937428368703703,6.01003406805816,7.187772069197695,Sim,7.0
546.137.902-80,Lorena Ferreira,24,Feminino,lorena_ferreira_546@cepedi.com,740,8.528625104965657,7.753193641663234,5.144607942619425,Não,
695.241.703-61,Sra. Maria Vitória da Paz,19,Feminino,sra._maria_vitória_da_paz_695@cepedi.com,771,6.353297420285475,,,Sim,3.0
906.123.584-70,Calebe da Cruz,24,Masculino,calebe_da_cruz_906@cepedi.com,665,8.183949558294804,7.270271243826754,7.872130747719501,Não,
194.732.568-09,Isabelly Cavalcanti,21,Feminino,isabelly_cavalcanti_194@cepedi.com,643,9.520030740996582,5.184882853496553,6.311518076356412,Não,
659.438.102-42,Helena Campos,23,Feminino,helena_campos_659@cepedi.com,712,7.2658035137611225,,,Sim,3.0
432.891.670-03,Otávio Moraes,26,Masculino,otávio_moraes_432@cepedi.com,768,9.120629153061602,9.342713608286461,5.68810049714121,Não,
291.458.367-28,Vitor Caldeira,27,Masculino,vitor_caldeira_291@cepedi.com,793,5.769257998385221,7.941324830136303,7.080453066998985,Sim,7.0
293.405.761-52,Vicente Lima,27,Masculino,vicente_lima_293@cepedi.com,795,7.361486014082413,9.476836872898225,6.413505505293349,Não,
590.231.846-70,Sra. Maitê Vieira,27,Feminino,sra._maitê_vieira_590@cepedi.com,756,7.458911379321685,8.543529109739495,,Sim,5.0
302.974.615-16,Caroline Barros,26,Feminino,caroline_barros_302@cepedi.com,722,9.831377457392946,6.863939913107661,9.523987569578678,Não,
759.032.641-07,Esther Costa,24,Feminino,esther_costa_759@cepedi.com,753,8.65136926881977,5.763003294192956,7.014647163249292,Não,
873.964.120-13,Catarina Ferreira,28,Feminino,catarina_ferreira_873@cepedi.com,723,5.969864232216517,,,Sim,4.0
310.642.795-70,Luna Ramos,23,Feminino,luna_ramos_310@cepedi.com,676,6.884521733300526,7.870499007853542,8.874297277435529,Não,
216.370.498-03,Emanuelly Fernandes,18,Feminino,emanuelly_fernandes_216@cepedi.com,736,6.2743475941989075,6.626221933932028,6.208390098640753,Não,
879.240.153-88,Alexandre Peixoto,21,Masculino,alexandre_peixoto_879@cepedi.com,696,5.1805999095030195,,,Sim,3.0
954.036.712-34,Ana Clara Rocha,20,Feminino,ana_clara_rocha_954@cepedi.com,733,6.7579233551089395,5.8595417439991895,6.132869818570142,Não,
720.639.158-30,Davi Fernandes,28,Masculino,davi_fernandes_720@cepedi.com,737,6.042726007196711,,,Sim,3.0
537.408.296-56,Srta. Sarah Peixoto,22,Feminino,srta._sarah_peixoto_537@cepedi.com,761,8.966792073380002,7.705289141068869,6.240647303025854,Não,
819.342.576-64,Francisco Nascimento,21,Masculino,francisco_nascimento_819@cepedi.com,759,7.383275093898704,8.853315474476194,,Sim,6.0
578.629.014-01,Juan Rocha,25,Masculino,juan_rocha_578@cepedi.com,642,9.56067523964525,7.84142992945253,6.433795461780063,Não,
546.872.093-00,João Felipe Viana,26,Masculino,joão_felipe_viana_546@cepedi.com,782,5.456939132332233,7.744685825948786,8.233833122334744,Sim,8.0
105.286.793-68,Maria Farias,24,Feminino,maria_farias_105@cepedi.com,707,9.057089825405617,5.384786602565216,6.363597443138569,Não,
561.437.209-16,Lucas Caldeira,18,Masculino,lucas_caldeira_561@cepedi.com,739,6.561751099766276,5.759039900222109,,Sim,5.0
413.769.285-82,Lara Castro,23,Feminino,lara_castro_413@cepedi.com,792,,,,Sim,1.0
217.609.583-95,Benjamin Farias,26,Masculino,benjamin_farias_217@cepedi.com,681,5.4389040697777205,,,Sim,4.0
514.076.238-26,Amanda Cardoso,24,Feminino,amanda_cardoso_514@cepedi.com,750,6.976619691280311,5.323587810110693,8.076049303039614,Não,
107.246.985-58,Bárbara Nunes,26,Feminino,bárbara_nunes_107@cepedi.com,763,8.300709541169727,5.472792564714028,5.238912339598364,Não,
703.591.826-40,Luiz Henrique Fernandes,21,Masculino,luiz_henrique_fernandes_703@cepedi.com,647,8.436280429059298,,,Sim,3.0
562.793.410-70,Luiz Felipe da Paz,28,Masculino,luiz_felipe_da_paz_562@cepedi.com,779,9.921098674604554,5.07078548400589,7.446486350874018,Não,
963.754.820-38,Calebe Nunes,24,Masculino,calebe_nunes_963@cepedi.com,712,6.036243703811042,5.994249148458893,5.530432062178365,Sim,8.0
178.345.962-09,Ana Sophia Moraes,19,Feminino,ana_sophia_moraes_178@cepedi.com,768,,,,Sim,2.0
029.573.861-86,Nicolas da Conceição,23,Masculino,nicolas_da_conceição_029@cepedi.com,648,5.341415267533473,6.006839576360976,,Sim,6.0
425.761.893-00,Ana Sophia Martins,22,Feminino,ana_sophia_martins_425@cepedi.com,767,7.105443382759929,8.721317999027114,9.153147968651293,Não,
634.908.125-06,Bianca Pereira,20,Feminino,bianca_pereira_634@cepedi.com,677,8.835983347049773,8.51524524702479,8.90109903469837,Não,
978.524.016-94,Bryan Lima,18,Masculino,bryan_lima_978@cepedi.com,764,,,,Sim,2.0
457.139.026-25,Calebe Pinto,18,Masculino,calebe_pinto_457@cepedi.com,649,6.316883466982463,7.557120068867696,,Sim,5.0
590.384.721-88,Sr. Marcelo Novaes,28,Masculino,sr._marcelo_novaes_590@cepedi.com,660,7.9565958676954605,,,Sim,4.0
410.968.257-67,Dra. Ana Lívia Nascimento,26,Feminino,dra._ana_lívia_nascimento_410@cepedi.com,733,7.836651503969017,7.864715971336725,7.243911081717551,Sim,7.0
673.241.805-07,Dra. Laís da Conceição,24,Feminino,dra._laís_da_conceição_673@cepedi.com,674,8.487515595907862,,,Sim,3.0
453.796.801-00,Bianca Lopes,22,Feminino,bianca_lopes_453@cepedi.com,674,,,,Sim,2.0
746.059.238-29,Pedro Lucas Dias,22,Masculino,pedro_lucas_dias_746@cepedi.com,785,,,,Sim,1.0
135.096.287-21,Mariane Cavalcanti,25,Feminino,mariane_cavalcanti_135@cepedi.com,794,7.93902797468364,7.477458739133394,6.297328869783399,Não,
091.273.548-14,Nicolas Novaes,24,Masculino,nicolas_novaes_091@cepedi.com,727,8.363695142215597,6.925408259873837,9.144697427888099,Sim,8.0
903.762.584-38,Marina Moraes,25,Feminino,marina_moraes_903@cepedi.com,786,7.744655001625144,9.36515872568909,7.362508194643594,Não,
379.158.206-21,Mirella Farias,23,Feminino,mirella_farias_379@cepedi.com,702,5.948144513649002,,,Sim,3.0
150.639.284-98,Sr. Joaquim da Cunha,24,Masculino,sr._joaquim_da_cunha_150@cepedi.com,779,5.526157683151199,9.145373841379124,7.5096305680056865,Não,
357.890.462-74,Emanuel Novaes,24,Masculino,emanuel_novaes_357@cepedi.com,739,7.061065295388753,6.471181835666256,9.076085687553608,Sim,7.0
794.038.512-79,Srta. Lara da Cruz,25,Feminino,srta._lara_da_cruz_794@cepedi.com,656,9.851867679416332,6.893375925659371,5.726380475488825,Não,
597.632.801-68,Marina Vieira,28,Feminino,marina_vieira_597@cepedi.com,650,5.827507638900695,,,Sim,4.0
145.276.803-07,Caroline Pereira,28,Feminino,caroline_pereira_145@cepedi.com,744,9.278109023149476,6.558946893221815,5.225814459200838,Não,
689.041.257-58,João Rodrigues,18,Masculino,joão_rodrigues_689@cepedi.com,667,,,,Sim,2.0
037.841.925-05,Natália Lopes,22,Feminino,natália_lopes_037@cepedi.com,686,6.4628541595247775,8.502282454940895,,Sim,5.0
283.976.105-02,Maria Luiza Peixoto,25,Feminino,maria_luiza_peixoto_283@cepedi.com,643,8.985291663669335,8.590645966657345,7.9229159989788025,Sim,7.0
571.904.328-41,Nathan Cardoso,23,Masculino,nathan_cardoso_571@cepedi.com,689,6.480140143551121,6.925096714763608,9.279127197312086,Não,
830.214.756-71,Daniela Lopes,25,Feminino,daniela_lopes_830@cepedi.com,769,9.667452606912654,,,Sim,4.0
856.947.320-65,Maria Sophia Oliveira,18,Feminino,maria_sophia_oliveira_856@cepedi.com,665,5.979474813614281,8.55778632586868,8.666225702452966,Não,
910.625.784-49,Diego Ramos,26,Masculino,diego_ramos_910@cepedi.com,790,6.447875336728935,5.934093865840281,8.262580916439497,Não,
537.198.460-75,Dra. Ana Beatriz Cardoso,28,Feminino,dra._ana_beatriz_cardoso_537@cepedi.com,799,8.222144176049555,5.215256283306774,,Sim,6.0
891.425.760-67,Diogo Farias,20,Masculino,diogo_farias_891@cepedi.com,798,5.665072063254152,6.59493517198591,7.777086420295561,Não,
753.904.862-00,Laís Carvalho,18,Feminino,laís_carvalho_753@cepedi.com,652,5.544257876436384,8.531943818425738,7.959312238240877,Não,
203.415.869-51,Srta. Isabella Araújo,22,Feminino,srta._isabella_araújo_203@cepedi.com,705,9.37956451470043,9.73805456148024,9.276805292840422,Não,
350.148.729-05,Gabrielly Jesus,21,Feminino,gabrielly_jesus_350@cepedi.com,710,8.93489429780843,,,Sim,4.0
815.403.692-42,Sabrina Gonçalves,21,Feminino,sabrina_gonçalves_815@cepedi.com,719,,,,Sim,2.0
592.438.076-92,Maria Sophia Costela,21,Feminino,maria_sophia_costela_592@cepedi.com,723,,,,Sim,1.0
934.862.570-56,Caroline da Rocha,25,Feminino,caroline_da_rocha_934@cepedi.com,731,5.213556940193261,5.852645340696287,,Sim,6.0
647.389.021-13,Lorena Ribeiro,23,Feminino,lorena_ribeiro_647@cepedi.com,800,6.187115754200121,6.378163490326046,9.759053346543265,Não,
836.452.190-05,Clarice Costa,20,Feminino,clarice_costa_836@cepedi.com,765,9.249332200727359,8.908746013241233,6.837006361449234,Não,
285.043.791-32,Dr. Vitor Gabriel Cardoso,24,Masculino,dr._vitor_gabriel_cardoso_285@cepedi.com,743,8.60275222122957,8.971492096703397,5.617855335116808,Não,
740.256.931-43,Sr. Enrico Novaes,21,Masculino,sr._enrico_novaes_740@cepedi.com,745,5.4676111029784815,,,Sim,4.0
893.072.516-30,Lorenzo Cardoso,21,Masculino,lorenzo_cardoso_893@cepedi.com,793,7.9099266543217,,,Sim,4.0
106.498.375-84,Sr. Leandro da Luz,20,Masculino,sr._leandro_da_luz_106@cepedi.com,800,6.523799366299721,9.087770451979685,9.475421808310161,Sim,7.0
802.691.475-94,Sabrina Cardoso,24,Feminino,sabrina_cardoso_802@cepedi.com,724,7.794552633627603,,,Sim,3.0
369.412.587-64,Sr. Pedro Henrique Freitas,26,Masculino,sr._pedro_henrique_freitas_369@cepedi.com,726,9.388624800586072,,,Sim,4.0
593.762.410-61,Erick da Paz,22,Masculino,erick_da_paz_593@cepedi.com,783,6.599327029253152,,,Sim,3.0
921.307.846-31,Isis Oliveira,20,Feminino,isis_oliveira_921@cepedi.com,673,5.168414861900797,,,Sim,3.0
036.259.714-61,Benjamin Gonçalves,20,Masculino,benjamin_gonçalves_036@cepedi.com,745,5.495088993596297,6.182783041933238,8.979254672449828,Sim,7.0
932.046.185-60,Lucas Rezende,22,Masculino,lucas_rezende_932@cepedi.com,758,5.518108839849913,6.8225210497282776,5.880421902848857,Não,
479.658.103-01,Lara da Rocha,19,Feminino,lara_da_rocha_479@cepedi.com,691,7.061896263814271,9.449438097010884,,Sim,6.0
016.379.458-84,Noah Costela,26,Masculino,noah_costela_016@cepedi.com,780,5.945292072430835,,,Sim,3.0
284.059.163-42,Nicolas Araújo,18,Masculino,nicolas_araújo_284@cepedi.com,735,8.170285132888724,6.760716831921583,8.126146882634853,Sim,8.0
035.946.872-10,Cecília Jesus,24,Feminino,cecília_jesus_035@cepedi.com,660,6.903018827078192,9.470022782400978,8.851486405310308,Não,
513.642.908-98,Heitor da Luz,28,Masculino,heitor_da_luz_513@cepedi.com,770,8.24946539468355,5.7556238931800605,6.729321497025316,Sim,8.0
654.901.827-76,Marcelo Dias,28,Masculino,marcelo_dias_654@cepedi.com,794,6.025262837067385,,,Sim,3.0
423.698.751-19,Carolina da Cunha,23,Feminino,carolina_da_cunha_423@cepedi.com,666,8.53248232654735,7.697200397458139,,Sim,5.0
349.618.725-55,Maria Eduarda Teixeira,20,Feminino,maria_eduarda_teixeira_349@cepedi.com,650,,,,Sim,2.0
185.309.476-57,Sra. Maria Clara Nunes,23,Feminino,sra._maria_clara_nunes_185@cepedi.com,780,,,,Sim,2.0
235.167.809-59,Calebe da Rocha,26,Masculino,calebe_da_rocha_235@cepedi.com,791,5.499915173324704,9.880541489531062,9.897840445220107,Sim,7.0
647.825.039-38,Ryan Souza,19,Masculino,ryan_souza_647@cepedi.com,684,8.442103138930396,5.5258664324629265,,Sim,5.0
542.869.730-00,Lara Melo,19,Feminino,lara_melo_542@cepedi.com,714,6.602223999270471,5.882412372265257,6.803418027530013,Sim,8.0
710.892.635-03,Sr. Lorenzo Carvalho,26,Masculino,sr._lorenzo_carvalho_710@cepedi.com,683,6.572165116050282,8.09715332340165,7.9676503012071604,Não,
625.943.108-24,Emanuelly Gomes,24,Feminino,emanuelly_gomes_625@cepedi.com,711,9.166883009852544,6.009650452355556,,Sim,5.0
751.863.402-35,Breno Caldeira,24,Masculino,breno_caldeira_751@cepedi.com,695,,,,Sim,1.0
720.486.391-78,Miguel Moura,24,Masculino,miguel_moura_720@cepedi.com,789,6.658112495106243,8.634179408881835,9.869138380198727,Sim,8.0
372.609.514-43,Cecília Monteiro,22,Feminino,cecília_monteiro_372@cepedi.com,785,9.099937323095684,9.165059130315544,6.411778780881149,Não,
732.981.540-32,Fernanda da Conceição,22,Feminino,fernanda_da_conceição_732@cepedi.com,693,9.412346437290843,7.8815458518472195,,Sim,5.0
301.485.269-42,Larissa Moraes,28,Feminino,larissa_moraes_301@cepedi.com,662,,,,Sim,1.0
604.238.751-08,Laura da Mota,20,Feminino,laura_da_mota_604@cepedi.com,642,6.67408491706255,9.706429744220824,5.502863414806839,Não,
654.382.170-17,Ana Luiza Pinto,18,Feminino,ana_luiza_pinto_654@cepedi.com,779,9.85881925455855,9.067333782529975,8.704804762092841,Sim,7.0
241.873.650-44,Ana Carolina Santos,20,Feminino,ana_carolina_santos_241@cepedi.com,726,5.390171762475914,,,Sim,3.0
270.318.645-26,Srta. Ana Carolina Sales,25,Feminino,srta._ana_carolina_sales_270@cepedi.com,798,5.265813919237034,5.526819585780419,9.75902468477246,Sim,7.0
125.306.897-68,Laís Moraes,27,Feminino,laís_moraes_125@cepedi.com,704,,,,Sim,1.0
026.458.731-62,Yago Alves,22,Masculino,yago_alves_026@cepedi.com,774,9.796383770098128,6.512399285707199,7.412391953027537,Não,
078.456.239-38,Miguel Freitas,22,Masculino,miguel_freitas_078@cepedi.com,753,,,,Sim,2.0
412.760.839-04,Davi Lucas Rodrigues,18,Masculino,davi_lucas_rodrigues_412@cepedi.com,752,9.462418045208494,8.555889531845477,7.737562334759059,Não,
271.498.053-88,Ian Santos,20,Masculino,ian_santos_271@cepedi.com,723,5.565566851441765,9.104839057673916,5.321244855325404,Sim,8.0
275.860.413-26,Clarice Silva,21,Feminino,clarice_silva_275@cepedi.com,780,7.7895837229665785,5.626034551130488,7.190159110385875,Não,
207.358.416-08,Catarina Lima,22,Feminino,catarina_lima_207@cepedi.com,680,6.669365965933824,8.502143255289159,8.88625150814915,Sim,8.0
268.950.317-40,Brenda Azevedo,19,Feminino,brenda_azevedo_268@cepedi.com,728,9.637355237050135,9.967848173650447,6.58767313701402,Não,
126.038.975-86,Maria Julia Nascimento,25,Feminino,maria_julia_nascimento_126@cepedi.com,683,7.2049819769312,8.910529837358716,7.078680970572685,Não,
478.019.532-23,Lavínia Mendes,24,Feminino,lavínia_mendes_478@cepedi.com,707,8.757782862624088,9.607903984518831,8.296601807732884,Não,
758.214.039-79,Stella Cardoso,28,Feminino,stella_cardoso_758@cepedi.com,647,8.24044084801346,7.709155904596724,8.809334045530917,Não,
735.164.892-19,Dr. Juan da Conceição,21,Masculino,dr._juan_da_conceição_735@cepedi.com,716,8.296481769141348,6.235925935722095,,Sim,6.0
107.936.524-99,Maria Barbosa,27,Feminino,maria_barbosa_107@cepedi.com,744,8.1815330556643,6.204268073238186,7.631267895188872,Sim,8.0
280.749.615-67,Levi Alves,23,Masculino,levi_alves_280@cepedi.com,687,8.151935139756482,6.2526030964358235,,Sim,6.0
589.140.623-33,Juan Rodrigues,26,Masculino,juan_rodrigues_589@cepedi.com,643,,,,Sim,2.0
536.204.781-71,Sarah Cardoso,21,Feminino,sarah_cardoso_536@cepedi.com,695,5.842959723382075,7.237150844122088,8.859762680802946,Não,
728.591.034-14,Davi Fogaça,28,Masculino,davi_fogaça_728@cepedi.com,739,5.441103479507492,,,Sim,3.0
528.901.763-12,Diogo Fernandes,19,Masculino,diogo_fernandes_528@cepedi.com,718,7.887770828692179,8.95340774070051,6.352148872525358,Não,
410.672.358-17,João Pedro Cavalcanti,23,Masculino,joão_pedro_cavalcanti_410@cepedi.com,682,5.9162204447569575,6.787118734679938,,Sim,6.0
